1 Occupant,1 Occupant,2 Occupants,2 Occupants,3 Occupants,3 Occupants,4+ Occupants,4+ Occupants
X,Y,X,Y,X,Y,X,Y
0.0,0.00047380863136251147,0.0,0.00038849925358451525,0.0,0.0,0.0,0.0
25.814139058488422,0.0009777961564423805,22.457023383729407,0.0007860333735314612,23.022248580597665,1.180085930988468e-05,28.33376752431677,3.841925168736147e-06
51.628278116976844,0.0015149804646113426,44.914046767458814,0.0012076604704448885,46.04449716119533,3.540257792965404e-05,56.66753504863354,1.152577550620844e-05
77.44241717546527,0.002109504670843284,67.37107015118822,0.0016533805443247976,69.066745741793,7.071461218173864e-05,85.00130257295031,2.302129963313549e-05
103.25655623395369,0.002788529779483826,89.82809353491763,0.002108135484567137,92.08899432239066,0.00011779732451785144,113.33507009726708,3.8358748928798685e-05
129.0706952924421,0.003561109458648176,112.28511691864703,0.002568913669051097,115.11124290298832,0.00017665071493799245,141.66883762158386,5.753812339319804e-05
154.88483435093053,0.004430261597708069,134.74214030237644,0.0030387267198974874,138.133491483586,0.0002475765957007265,170.00260514590062,8.055942302633354e-05
180.69897340941895,0.005395986196663508,157.19916368610586,0.003511551392864688,161.15574006418365,0.0003302731545474887,198.3363726702174,0.00010739239644892378
206.51311246790738,0.006446211698027546,179.65618706983525,0.003990399310073509,184.17798864478132,0.00042474039147827916,226.67014019453416,0.00013794628952312464
232.3272515263958,0.007577920212428449,202.11321045356468,0.004481293715765572,207.200237225379,0.0005309783064930978,255.00390771885094,0.00017243286190390578
258.1413905848842,0.008785075961122747,224.57023383729407,0.004987246232061684,230.22248580597665,0.0006489868995919446,283.3376752431677,0.00021085211359126726
283.95552964337264,0.010079750501597382,247.0272572210235,0.005511268481082658,253.24473438657432,0.0007787661707748197,311.67144276748445,0.00025290153079239515
309.76966870186106,0.011477033280711028,269.4842806047529,0.006047337218586872,276.266982967172,0.0009203161200417229,340.00521029180123,0.00029888362730010336
335.5838077603495,0.012979942187835429,291.9413039884823,0.006595452444574328,299.28923154776965,0.0010615642570500612,368.338977816118,0.0003487984031143919
361.3979468188379,0.014609602448572729,314.3983273722117,0.007152602536924214,322.3114801283673,0.0012058305166440478,396.6727453404348,0.00040234334444244683
387.21208587732633,0.016399210846012025,336.8553507559411,0.0077187874956365305,345.333728708965,0.00135794389496072,425.0065128647515,0.0004598209650770821
413.02622493581475,0.018391017831357617,359.3123741396705,0.008297018942832088,368.35597728956265,0.0015203188900685962,453.3402803890683,0.0005212312650182977
438.8403639943032,0.02064236330267248,381.7693975233999,0.008884285256390076,391.3782258701603,0.001694162751001936,481.6740479133851,0.0005865742442660935
464.6545030527916,0.02315928303870009,404.22642090712935,0.009477574814189685,414.400474450758,0.0018692138609695348,510.0078154377019,0.000652824764892331
490.46864211128,0.02594479492881218,426.68344429085874,0.010082910860472534,437.42272303135564,0.0020512066528841247,538.3415829620186,0.0007221004234467072
516.2827811697684,0.029008133714486264,449.14046767458814,0.010700293395238624,460.4449716119533,0.0022398393144871407,566.6753504863354,0.0007986364130286162
542.0969202282569,0.03235714590808885,471.59749105831753,0.011329722418487956,483.46722019255094,0.002436017282554277,595.0091180106522,0.000889693064665591
567.9110592867453,0.0360458215504803,494.054514442047,0.011971197930220528,506.48946877314864,0.0026397405570855346,623.3428855349689,0.0010025307093851647
593.7251983452337,0.040098907334508826,516.5115378257764,0.01262170830831553,529.5117173537463,0.002849801889046653,651.6766530592857,0.0011401744851154752
619.5393374037221,0.04450903961010742,538.9685612095058,0.013284265174893773,552.533965934344,0.0030674085274718923,680.0104205836025,0.0012992967401355708
645.3534764622106,0.04929489911248712,561.4255845932352,0.013961880152076066,575.5562145149416,0.0032844115413800026,708.3441881079192,0.0014732421710035458
671.167615520699,0.05443852939988609,583.8826079769646,0.014660576484104033,598.5784630955393,0.003506243551425149,736.677955632236,0.0016550529604846815
696.9817545791874,0.05999156655945473,606.339631360694,0.01538637741521929,621.6007116761369,0.003735922680192982,765.0117231565528,0.0018389813465155146
722.7958936376758,0.06602550439040945,628.7966547444234,0.01614229456754265,644.6229602567346,0.003975561613493454,793.3454906808696,0.00202079213599665
748.6100326961642,0.07256527065896082,651.2536781281528,0.016928327941074107,667.6452088373322,0.0042269712248779534,821.6792582051863,0.0021986702461712056
774.4241717546527,0.0796449675150094,673.7107015118822,0.017750500780055294,690.66745741793,0.004489849702087916,850.013025729503,0.00237412824600325
800.2383108131411,0.08723453678041275,696.1677248956116,0.018611824706607005,713.6897059985276,0.004762687983830518,878.3467932538199,0.002552006356177806
826.0524498716295,0.09527796642843143,718.624748279341,0.019518322964970875,736.7119545791253,0.005044580633330066,906.6805607781366,0.002739564907722405
851.8665889301179,0.10381159184710115,741.0817716630704,0.0204699955551469,759.7342031597229,0.005337338524137946,935.0143283024534,0.0029464843420070916
877.6807279886063,0.11283058441342714,763.5387950467998,0.02146985409925588,782.7564517403206,0.005654241395631013,963.3480958267702,0.0031836551555731655
903.4948670470948,0.1223567332886733,785.9958184305293,0.02252392184153945,805.7787003209182,0.006001325492980563,991.6818633510869,0.0034577326518625317
929.3090061055832,0.1323947765591533,808.4528418142587,0.023635210404118413,828.800948901516,0.006378590816186596,1020.0156308754038,0.0037693218584608176
955.1231451640716,0.14288743468459156,830.9098651979881,0.024812754653355203,851.8231974821136,0.0067860373652491104,1048.3493983997205,0.004117212720196768
980.93728422256,0.1538110474123137,853.3668885817175,0.026059566211370625,874.8454460627113,0.00721762889499681,1076.6831659240372,0.004492329823285966
