temp_air,pressure,dew_point,relative_humidity
1.93,99520.0,1.3094942661316438,95.65
2.3,99540.0,1.1583546527051016,92.15
2.83,99560.0,2.212157869082163,95.7
3.51,99610.0,2.8886640522348697,95.7
3.9,99660.0,3.2840448242100977,95.75
4.33,99720.0,3.7118531222650364,95.75
5.15,99750.0,3.463364653936613,88.85
6.48,99750.0,3.1927656753053277,79.5
7.9,99720.0,3.018156737277648,71.25
9.43,99720.0,2.414622498383857,61.55
10.42,99670.0,2.3406121043399466,57.3
11.07,99590.0,2.448757047749334,55.3
11.24,99560.0,3.132630407335723,57.4
11.18,99550.0,3.0764744355442413,57.4
10.72,99560.0,3.678277248444363,61.75
9.41,99560.0,3.454907146395315,66.35
8.11,99600.0,3.746935691720133,73.95
7.6,99610.0,3.245296050701785,73.9
7.04,99630.0,3.220477245465303,76.65
6.77,99630.0,3.4839144913934694,79.55
6.78,99600.0,3.4936474593911138,79.55
6.94,99600.0,4.184426330307788,82.6
6.65,99560.0,4.425937815109075,85.7
6.78,99550.0,4.561920121068126,85.75
6.65,99490.0,5.490126924189296,92.3
6.54,99500.0,5.918075020347849,95.8
6.43,99520.0,5.808634382613012,95.8
6.57,99540.0,5.947922423437626,95.8
6.7,99560.0,6.6124648036395515,99.4
7.52,99650.0,6.35973050144149,92.35
7.98,99690.0,6.286567043542027,89.05
8.58,99720.0,5.813773830294255,82.75
9.15,99710.0,5.32104264688987,76.95
10.22,99740.0,4.785932343347879,69.0
10.86,99700.0,3.8334441418254173,61.85
11.01,99650.0,2.917361061121617,57.4
11.19,99610.0,2.560581984212929,55.3
11.07,99600.0,1.9192324188842158,53.25
10.56,99580.0,2.471640662636025,57.3
9.33,99560.0,1.7869429313934475,59.25
7.77,99590.0,1.8293952887734457,66.05
6.84,99600.0,1.4297913230004786,68.4
5.88,99610.0,1.538360198304099,73.65
4.95,99620.0,1.6683945541003995,79.3
4.15,99600.0,1.4058885752883046,82.3
3.11,99550.0,1.427946479798264,88.7
2.13,99490.0,0.9824353040238714,92.1
1.21,99470.0,-0.46117332007380113,88.6
0.63,99410.0,0.016199906305245655,95.65
0.6,99380.0,-0.013645777092330738,95.65
0.3,99350.0,-0.8450072921326347,92.0
-0.2,99340.0,-1.340212914834889,92.0
-0.33,99330.0,-0.9460113393135031,95.6
2.35,99340.0,1.2078800494472537,92.15
6.42,99350.0,2.601289303391255,76.55
8.47,99330.0,1.9878028099231273,63.7
9.81,99300.0,1.2113513938913631,55.05
10.96,99220.0,1.2833731913999946,51.25
11.96,99130.0,1.2192329127023431,47.75
12.73,99040.0,0.8955411030586005,44.35
13.18,98940.0,1.350974015392299,44.5
13.28,98870.0,1.4417645955183318,44.5
12.67,98810.0,2.430292377132689,49.7
11.25,98740.0,2.0862292688750603,53.25
9.04,98720.0,1.4908286030945963,59.15
7.2,98680.0,2.3062198701318017,71.05
5.38,98640.0,1.5661479736144253,76.4
4.1,98580.0,0.8237013782591678,79.2
3.46,98500.0,0.19219869790186767,79.15
3.22,98430.0,-0.04134435250903629,79.15
3.19,98340.0,0.4507089361887645,82.2
3.3,98270.0,0.0365040308269038,79.15
3.37,98180.0,0.10462079213441686,79.15
3.44,98110.0,0.17273701761121352,79.15
3.58,98050.0,0.3089678610979483,79.15
3.63,97980.0,0.8891819462929793,82.25
3.8,97950.0,1.063780334424806,82.3
6.06,98010.0,2.7662577954395715,79.4
8.51,98030.0,3.6240140976133244,71.35
9.02,98060.0,4.663501214710025,74.15
9.11,98080.0,5.815499612561116,79.85
9.45,98000.0,5.088115880598729,74.2
9.43,97950.0,4.537812243098033,71.5
9.58,97940.0,4.6819304909719905,71.5
8.72,97940.0,4.354733141887464,74.05
8.25,97910.0,3.3742257620236646,71.35
7.8,97900.0,2.3886942704149137,68.6
7.02,97880.0,1.6019119766400454,68.4
6.17,97930.0,1.2776668049298188,70.85
6.5,97890.0,0.5570022381908045,65.75
5.87,97870.0,0.461688298467088,68.2
5.16,97810.0,0.2784606492514488,70.7
4.84,97780.0,-0.02881263421697082,70.7
4.98,97660.0,0.6324684719659841,73.45
4.89,97540.0,1.6100062682703575,79.3
4.59,97350.0,2.9031690407528092,88.8
4.56,97230.0,2.8735852831296356,88.8
3.97,97080.0,2.291761017854087,88.8
3.73,96980.0,1.5259624584470142,85.5
3.73,96890.0,2.0550810957590304,88.8
3.9,96850.0,2.2227297111242645,88.8
4.61,96880.0,3.9904238803819223,95.75
5.46,96890.0,4.836075026608861,95.75
6.44,96890.0,5.282114987027768,92.3
7.41,96910.0,6.250768747477447,92.35
8.01,96940.0,6.852985408965294,92.4
8.33,96970.0,6.63991861823778,89.1
8.22,97030.0,7.58950084089379,95.8
8.28,97120.0,7.12044722611513,92.4
8.04,97160.0,6.882703525334424,92.4
7.72,97250.0,6.557841596375671,92.35
7.17,97310.0,5.479585749495515,89.0
6.56,97340.0,4.337568414271676,85.7
5.98,97440.0,4.8264638608171095,92.3
5.59,97500.0,4.965408570310501,95.75
5.44,97550.0,4.816177526852386,95.75
5.34,97610.0,4.716689902090934,95.75
5.21,97630.0,4.58735567600236,95.75
5.06,97660.0,4.438123435739706,95.75
4.91,97650.0,4.288890723050244,95.75
4.79,97670.0,4.169504212749866,95.75
4.64,97630.0,4.5539339591417445,99.4
4.61,97630.0,4.523955262789791,99.4
4.63,97600.0,4.54394106065065,99.4
4.83,97610.0,4.743798974823668,99.4
5.81,97560.0,5.184279912829768,95.75
6.82,97510.0,6.196650056435733,95.8
8.0,97450.0,7.911531270026868,99.4
8.96,97420.0,8.333399403387109,95.85
9.52,97370.0,8.890554621599119,95.85
10.17,97330.0,9.00863904089531,92.5
10.46,97320.0,8.765518801443358,89.25
10.88,97310.0,8.64745239447138,86.1
11.21,97290.0,8.438112793962864,83.05
11.36,97300.0,8.060728252866198,80.15
11.07,97300.0,7.769196308911374,80.1
10.67,97330.0,7.370596500114375,80.05
10.61,97380.0,7.312179831665017,80.05
10.13,97420.0,6.299057823264298,77.1
9.65,97450.0,5.815019274131752,77.0
9.24,97470.0,5.408271778682563,76.95
8.89,97490.0,5.069041835071638,76.95
8.71,97490.0,5.408055668570009,79.75
8.64,97500.0,5.339918868205221,79.75
8.61,97500.0,5.8431036526812985,82.75
8.6,97490.0,5.833327054136534,82.75
8.57,97520.0,5.803997204996716,82.75
8.51,97540.0,5.745337265941121,82.75
8.47,97560.0,5.706230461550443,82.75
8.31,97620.0,5.549801817141862,82.75
8.45,97620.0,5.686677005848725,82.75
8.61,97650.0,5.8431036526812985,82.75
9.05,97630.0,5.757090531497693,79.85
9.73,97630.0,6.428125685788229,79.9
10.07,97600.0,6.240898221965981,77.1
10.19,97570.0,6.357216989252371,77.1
10.39,97540.0,5.500348658644167,71.7
10.7,97480.0,5.79824204856885,71.7
10.87,97430.0,5.438982827100538,69.15
10.66,97380.0,5.227656603905517,69.1
10.24,97360.0,5.336117905905657,71.6
9.61,97370.0,5.242516358697033,74.2
9.12,97370.0,4.760000170641331,74.15
8.89,97360.0,3.9990391289812806,71.4
8.66,97360.0,4.296839832555255,74.05
8.58,97360.0,4.219647976557648,74.05
8.21,97360.0,4.382065214064309,76.8
8.23,97370.0,4.401447379564104,76.8
8.14,97360.0,4.314227248335112,76.8
8.12,97360.0,4.824757211986982,79.7
8.19,97360.0,4.892892816044056,79.7
8.18,97360.0,4.883159190169377,79.7
8.22,97370.0,5.4531043379430075,82.7
8.27,97440.0,5.510694299324346,82.75
8.37,97460.0,6.148421296011268,85.9
8.77,97480.0,6.5496818741326415,85.95
9.09,97500.0,6.86393874524615,85.95
9.34,97510.0,7.109446811014905,85.95
10.13,97490.0,7.36435425957772,82.95
10.37,97470.0,7.078509408464306,80.05
9.6,97510.0,6.30157126496,79.9
8.15,97570.0,5.923955506050164,85.85
7.67,97650.0,5.444209823456464,85.8
7.13,97720.0,3.834294596591209,79.55
6.35,97780.0,3.5990383964758252,82.55
5.81,97910.0,3.592856216449592,85.65
5.44,97980.0,3.2213013453429364,85.6
5.02,98010.0,3.3351636517710093,88.85
4.46,98030.0,2.774972389354667,88.8
3.81,98040.0,1.6045082327863591,85.5
3.26,98090.0,1.5837175148334488,88.75
3.17,98110.0,1.4871111063858657,88.7
2.99,98140.0,1.3096166088102423,88.7
2.54,98150.0,0.8580550833434898,88.65
2.09,98150.0,0.9428171493026423,92.1
1.1,98160.0,-0.04522392884938226,92.05
0.86,98200.0,-0.2829286367041849,92.05
2.96,98270.0,1.2800340123514486,88.7
4.76,98270.0,1.4834969759563608,79.3
5.82,98300.0,1.4804797962907368,73.65
7.05,98290.0,1.6305982072334912,68.4
7.75,98280.0,0.7493323541752012,61.2
8.42,98250.0,0.8729314989963498,59.0
9.22,98200.0,0.05930316085246368,52.7
9.52,98170.0,-0.6770868685346368,48.95
9.4,98140.0,-0.7873939515319819,48.95
8.92,98160.0,-0.21886238277142378,52.7
8.27,98150.0,0.2068818025728201,56.8
7.67,98170.0,0.12136370977082067,58.8
6.42,98220.0,1.5373950891243744,70.95
6.11,98230.0,1.7602303643320254,73.65
5.73,98230.0,1.3936582402784576,73.65
5.52,98230.0,1.7017880955408187,76.4
5.43,98210.0,1.6145911557105472,76.4
5.33,98200.0,1.5177044788387748,76.4
5.12,98190.0,2.3624845062730984,82.35
4.96,98200.0,2.206096689837922,82.35
4.78,98180.0,2.5650588819564564,85.55
4.55,98180.0,2.8637240192543176,88.8
4.19,98190.0,3.038004299906111,92.2
4.1,98210.0,2.948859346599275,92.2
5.29,98290.0,4.135251898301868,92.25
6.48,98330.0,4.259017338329481,85.7
7.35,98360.0,4.593888265565306,82.65
8.22,98370.0,5.4531043379430075,82.7
8.74,98370.0,5.4372569956381325,79.75
9.46,98370.0,5.097766013844633,74.2
9.69,98380.0,5.319715274698984,74.2
9.97,98390.0,5.07668708888742,71.6
9.68,98420.0,5.310065458434043,74.2
8.92,98460.0,5.0981192720607025,76.95
8.16,98520.0,4.8636919065723285,79.7
7.24,98600.0,3.959223057563631,79.65
6.45,98700.0,4.2295605641527425,85.7
6.08,98780.0,4.388498711835151,88.9
5.67,98840.0,4.511645976394976,92.25
5.5,98890.0,4.343259843554785,92.25
5.16,98940.0,4.006484218812141,92.25
5.14,99010.0,3.986673748466847,92.25
4.79,99050.0,3.108344158873101,88.85
4.5,99090.0,3.3450567208958217,92.2
4.06,99100.0,2.380515147024043,88.8
3.57,99150.0,1.8894166375957044,88.75
3.14,99240.0,1.9903682903307156,92.15
3.09,99340.0,1.4082248918386167,88.7
4.02,99440.0,1.8106886295243625,85.5
4.67,99450.0,2.4488452959509694,85.5
5.66,99480.0,2.368141897104275,79.35
6.62,99610.0,2.2616957819792862,73.7
7.68,99630.0,2.2534621428468085,68.5
8.26,99590.0,1.7887122501127501,63.7
8.99,99580.0,2.5027956947885728,63.8
9.19,99540.0,2.165256958474333,61.45
9.36,99530.0,1.8151386993606762,59.25
9.08,99540.0,2.0614262334659554,61.45
8.18,99610.0,1.6909309905747627,63.6
6.67,99690.0,1.7774897600647983,70.95
5.96,99700.0,1.0760045244372207,70.85
5.06,99750.0,1.2378873803396306,76.3
4.06,99780.0,0.26002292991361803,76.25
2.84,99810.0,0.10861810519121948,82.2
1.81,99770.0,-0.3914106053724964,85.3
1.06,99790.0,-1.1436994473312363,85.2
1.0,99760.0,-1.7313112922008302,81.95
1.28,99730.0,-1.9722126070490904,78.9
0.92,99690.0,-1.8094912753968477,81.95
0.27,99670.0,-2.452953892913964,81.9
-0.06,99660.0,-2.259027197427156,85.1
0.26,99690.0,-2.4627263584025023,81.9
2.48,99710.0,0.7988921712951788,88.65
5.88,99710.0,1.538360198304099,73.65
7.56,99690.0,1.6082933524104586,65.95
9.03,99630.0,2.01422957909998,61.45
10.13,99590.0,2.0324772466221543,57.15
10.85,99510.0,1.1817661802289083,51.25
11.27,99410.0,1.5697014023005424,51.25
11.44,99330.0,0.6994020857680493,47.6
11.27,99280.0,1.0299297831913432,49.3
10.68,99220.0,0.9840454053107098,51.1
9.35,99190.0,1.2781733829367068,57.05
7.71,99190.0,1.2235052026909332,63.5
6.55,99160.0,0.06953880926451804,63.25
4.8,99170.0,-0.06722293909589845,70.7
3.43,99150.0,-0.8905945802728454,73.3
2.59,99140.0,-1.209016540839113,76.0
1.86,99090.0,-1.3992931073712065,78.95
1.93,99130.0,-0.805842710883656,82.05
1.73,99130.0,-0.4699469953314527,85.3
1.31,99100.0,0.16276581086795064,92.05
1.09,99100.0,0.4738312952444362,95.65
0.58,99070.0,-0.03354291010791568,95.65
-0.08,99050.0,-0.6973079116042276,95.6
0.11,99110.0,0.027120957084278745,99.4
2.92,99140.0,1.2405904703186148,88.7
4.85,99210.0,2.0985787083696863,82.35
6.22,99230.0,2.398319268051664,76.5
7.38,99220.0,1.9665765665643813,68.5
8.57,99190.0,2.0826046947092283,63.7
9.54,99160.0,2.518464601749732,61.55
10.26,99160.0,2.154118784306467,57.15
10.66,99140.0,2.0286288457833086,55.15
10.72,99130.0,2.08453042856478,55.15
10.4,99130.0,1.2583104608201345,53.1
9.21,99140.0,2.184134989279929,61.45
7.53,99190.0,1.5797316167693864,65.95
6.6,99210.0,0.6521931965087551,65.75
5.55,99260.0,0.672490655382244,70.8
4.52,99300.0,0.17940008520246012,73.4
3.37,99330.0,-0.4264860011492272,76.15
2.11,99290.0,-0.0969034377434145,85.3
1.12,99310.0,-1.0848020448020925,85.2
0.57,99270.0,-1.6326744758607856,85.15
0.5,99270.0,-2.22818978046444,81.9
0.52,99250.0,-2.208645309975572,81.9
0.62,99250.0,-2.640011418735151,78.75
1.18,99250.0,-3.125222902977435,72.95
1.35,99290.0,-2.4368558475680744,75.85
2.88,99340.0,0.14771477230204633,82.2
6.58,99330.0,1.1608266411047603,68.3
8.97,99320.0,0.8860686602903242,56.9
10.76,99290.0,1.0579205017852416,51.1
12.13,99230.0,0.8410990924428059,45.95
13.23,99190.0,1.3963697320285713,44.5
14.01,99120.0,1.1306659623508792,41.5
14.43,99090.0,1.0313602974800427,40.1
14.45,99050.0,1.5770645867564916,41.65
13.89,99030.0,3.1332426332080963,48.25
12.33,99020.0,3.7122706175749736,55.65
10.3,99030.0,3.2817314470810626,61.75
8.51,99020.0,2.5552307283110856,66.15
6.53,99020.0,2.174877503768527,73.7
5.22,99040.0,1.4111276896854872,76.4
4.57,99020.0,1.8164036344830443,82.3
4.39,98990.0,1.1058912534517875,79.2
4.61,98970.0,0.7928499871560132,76.25
3.67,98950.0,0.39654370014203766,79.15
2.35,98930.0,-0.37867634117104276,82.15
1.42,98890.0,-0.7822975154606847,85.25
0.79,98860.0,-1.4087411397994236,85.2
0.38,98880.0,-1.8191791980710181,85.15
0.94,98900.0,-1.2614950720422358,85.2
4.95,98920.0,1.6683945541003995,79.3
9.92,98940.0,2.900061794972518,61.65
12.68,98940.0,2.439491122796536,49.7
14.52,98930.0,2.693191564551517,44.9
15.92,98900.0,3.5148256501655837,43.5
16.93,98840.0,4.526454780175146,43.8
17.51,98800.0,5.084007752214597,43.9
17.68,98750.0,5.237851415856698,43.9
17.49,98730.0,5.596774425709778,45.55
16.73,98710.0,6.959096412704298,52.5
15.1,98760.0,6.957633786198988,58.25
13.16,98800.0,5.578120853190048,60.05
12.6,98790.0,6.09320232690528,64.55
10.9,98810.0,6.0005084748838575,71.75
9.25,98850.0,6.486328627214261,82.85
8.05,98900.0,5.825757842506632,85.85
7.23,98900.0,5.538760111187475,89.0
6.77,98920.0,4.5521007471652375,85.75
7.01,98930.0,4.787763709382504,85.75
7.21,98930.0,4.98414630461876,85.75
7.3,98930.0,5.080887065241008,85.8
7.12,98950.0,5.430273628497714,89.0
6.93,98970.0,5.242886300839808,89.0
7.35,99000.0,5.657108234012138,89.0
9.79,99030.0,5.96948099332816,77.1
11.54,99060.0,7.173413979834471,74.55
12.71,99110.0,7.262435651169757,69.45
13.8,99090.0,6.240182071568536,60.3
14.28,99050.0,6.152169783774317,58.1
14.45,99010.0,5.817214826848833,56.15
14.78,98980.0,6.124991621091458,56.15
14.56,98990.0,6.451824214500434,58.25
14.09,98970.0,6.513000469203275,60.3
13.64,98990.0,7.124888727985796,64.75
13.1,99020.0,7.12107279704098,67.05
12.39,99070.0,6.956198625065065,69.45
12.11,99150.0,6.667264791966328,69.35
11.44,99220.0,7.076886528406589,74.55
10.89,99250.0,7.593939595288736,80.1
10.22,99290.0,7.982150344802072,86.0
9.64,99290.0,7.940181126704215,89.15
9.17,99290.0,8.01001694990209,92.45
8.75,99270.0,7.054163273862763,89.1
8.53,99250.0,7.3680945888942775,92.4
8.45,99270.0,7.288847690984666,92.4
8.21,99260.0,7.57955205089351,95.8
8.23,99250.0,7.599449628819646,95.8
8.97,99260.0,7.811891284306724,92.45
10.6,99330.0,8.90361290639669,89.25
12.17,99340.0,9.394706912142366,83.15
13.57,99370.0,8.658162142408278,72.2
14.83,99330.0,8.835381038587437,67.35
15.72,99300.0,9.166635246440782,65.05
16.9,99250.0,8.75697946347731,58.7
17.58,99200.0,8.89266674110262,56.75
17.74,99170.0,8.497509166090715,54.7
17.44,99140.0,8.762030741394314,56.75
16.94,99110.0,10.393179567466584,65.35
16.11,99100.0,10.633598346004327,70.0
14.78,99100.0,9.862500930493391,72.4
12.85,99070.0,9.54850685869686,80.35
10.72,99080.0,9.021978435288652,89.25
9.26,99070.0,7.565382244421813,89.15
8.27,99050.0,6.580740017183367,89.1
7.58,99000.0,6.419163990469666,92.35
6.77,98940.0,5.616800277321487,92.35
6.12,98850.0,4.965141152604092,92.3
5.85,98790.0,4.161677927388461,88.9
5.81,98700.0,4.122230531290709,88.9
5.76,98650.0,4.072921159854658,88.9
5.61,98610.0,3.916991315138111,88.85
6.52,98590.0,4.830464892437257,88.95
10.56,98580.0,7.793648934201975,83.0
13.61,98530.0,8.696613464010628,72.2
15.79,98520.0,9.772394658562392,67.45
17.64,98450.0,10.011302260775704,60.95
19.03,98390.0,9.267787039560508,53.15
19.89,98300.0,7.985493789232974,46.2
20.42,98260.0,7.4465353132143814,43.1
20.58,98200.0,7.055208845074177,41.55
20.29,98160.0,7.830650942325856,44.6
18.1,98130.0,9.201353088668453,56.08
16.5,98110.0,7.982866519520899,57.13
14.89,98140.0,6.7409326071914615,58.17
13.28,98110.0,5.4902910402500344,59.22
11.67,98110.0,4.2287028424998665,60.27
10.07,98100.0,2.9659237127474056,61.32
8.46,98080.0,1.6834140100716146,62.37
6.85,98070.0,0.39088117307260684,63.42
5.24,99260.0,-0.9113910927693123,64.47
3.63,99220.0,-2.2231300490319272,65.52
2.03,99180.0,-3.534532131081644,66.57
0.42,99100.0,-4.864407094130269,67.62
-1.19,99030.0,-6.20299069632484,68.67
-2.8,99020.0,-7.550048208110423,69.72
-4.4,99000.0,-8.895734827828225,70.77
-6.01,98990.0,-10.259050251859412,71.82
1.8,98960.0,-5.702015755583502,57.45
3.43,98920.0,-5.6418428160067045,51.4
4.58,98860.0,-5.034626379971031,49.65
5.5,98760.0,-5.1676038427303315,46.1
6.27,98670.0,-4.420713726561693,46.25
6.83,98630.0,-3.8656468462540876,46.4
7.07,98550.0,-4.12838297874023,44.75
7.01,98470.0,-4.183019102484419,44.75
6.6,98450.0,-3.5549998154119886,48.25
5.54,98420.0,-3.015720884268707,54.05
3.96,98430.0,-3.537092117238241,58.05
2.15,98370.0,-2.1806821423692635,73.0
0.93,98380.0,-3.3846452927167796,72.85
0.43,98340.0,-3.885040834661842,72.75
0.56,98330.0,-3.7597107252593513,72.75
-0.99,98290.0,-4.248631721984477,78.5
-1.64,98280.0,-4.360220986695983,81.65
-1.77,98250.0,-3.9767945768892163,84.85
-1.57,98210.0,-4.291825205409484,81.65
-1.4,98180.0,-3.5979655930381895,84.95
-1.59,98140.0,-4.311366809508788,81.65
-1.78,98120.0,-3.9866083837010615,84.85
-0.39,98110.0,-2.5908663118200344,85.05
2.07,98120.0,-2.2578197608474655,73.0
4.71,98090.0,-1.219969955984537,65.4
6.16,98060.0,-1.3554172820076733,58.55
7.21,97990.0,-1.3737280503621039,54.4
7.86,97940.0,-1.794916065250111,50.45
8.61,97830.0,-1.5972022598902522,48.65
9.0,97770.0,-1.7223566671908517,46.95
9.01,97680.0,-2.2423550446759313,45.15
9.03,97630.0,-1.6949079293374885,46.95
8.34,97620.0,-0.8217346278130382,52.45
7.14,97610.0,-1.4389079011650125,54.4
5.38,97620.0,-2.1112673290885278,58.45
4.58,97670.0,-1.343689106800455,65.4
3.68,97690.0,-1.1814252460784462,70.5
2.96,97710.0,-1.3624950602414976,73.2
2.53,97710.0,-1.2671345520897246,76.0
2.3,97690.0,-0.9711950501925223,78.95
2.13,97650.0,-1.1365940360380482,78.95
1.98,97660.0,-0.7569780045321238,82.05
2.52,97670.0,-0.7484951602828591,79.0
3.06,97710.0,-0.2057259617035879,79.1
3.24,97740.0,-0.030577745664325588,79.1
3.17,97810.0,0.4311611932249799,82.2
3.04,97880.0,0.832263957773676,85.4
4.31,97980.0,2.095408556321615,85.5
5.14,98050.0,1.8620998952759509,79.35
5.55,98120.0,1.2200116973990067,73.65
6.18,98150.0,0.7783633066454755,68.3
6.16,98180.0,1.2876861976030123,70.95
6.29,98200.0,1.9433565168815827,73.7
7.07,98190.0,1.670111839248946,68.5
7.58,98190.0,2.1782816980577255,68.6
7.82,98170.0,2.407822273902207,68.6
7.66,98240.0,2.787598495815444,71.25
6.95,98290.0,3.142477902101099,76.7
6.21,98370.0,3.462175917401268,82.55
5.71,98450.0,2.4256458478585454,79.4
5.32,98510.0,3.1034808679860384,85.6
5.08,98550.0,2.867836729480606,85.6
4.68,98600.0,2.999864216153652,88.85
4.14,98640.0,2.45940732090446,88.8
3.47,98700.0,2.317223211168374,92.15
2.57,98760.0,1.4257906289724116,92.15
2.34,98800.0,1.717371873436952,95.65
1.72,98840.0,1.1005799456604424,95.65
1.07,98870.0,0.4539343729377328,95.65
0.75,98940.0,0.6666743428167535,99.4
1.62,99040.0,1.5360653026730877,99.4
4.29,99100.0,2.6073291693163614,88.8
5.83,99130.0,2.542428575948535,79.4
6.97,99200.0,0.5220505849545495,63.5
7.78,99200.0,-0.2757489412947224,56.7
8.67,99200.0,0.048556474999552894,54.65
9.24,99180.0,0.07784663881371295,52.7
9.74,99200.0,0.04832461361613484,50.85
10.13,99180.0,-0.08836237913177272,49.05
10.14,99180.0,0.45827144817113696,51.0
9.8,99190.0,1.1641047643522995,54.9
8.86,99240.0,2.357518691908626,63.7
6.97,99290.0,1.0465480926026676,65.95
6.67,99280.0,0.20503332331338375,63.35
5.54,99340.0,-0.3778121995337499,65.65
4.61,99380.0,-0.24967536050271713,70.7
3.85,99410.0,0.03849992471596989,76.15
3.19,99430.0,-0.6098574855860296,76.1
2.58,99410.0,-0.6901170017554058,79.0
1.97,99410.0,-0.7667509271775622,82.05
1.35,99370.0,-0.8510142370743241,85.25
0.71,99370.0,-0.9696279465630776,88.5
0.06,99360.0,-1.618186891351963,88.45
-0.52,99390.0,-2.1900379784696686,88.45
0.7,99430.0,-0.448850001209275,92.0
5.05,99440.0,0.7188206726387324,73.55
7.77,99450.0,2.3600021363794403,68.6
10.14,99430.0,3.637373649839205,64.0
12.09,99390.0,3.9899042581434316,57.65
13.48,99310.0,3.2603824898671254,50.0
14.36,99250.0,3.04116933281029,46.5
14.86,99230.0,2.474770019638687,43.25
14.98,99150.0,1.5591273900230973,40.2
14.76,99090.0,1.8562023765019404,41.65
14.14,99040.0,2.840476173236799,46.5
12.69,99030.0,2.9905812285081184,51.65
10.63,99030.0,2.0006777023826317,55.15
9.66,98980.0,1.5682352560064632,57.05
8.47,98960.0,0.9199118027238649,59.0
7.39,98930.0,0.9201871977939746,63.5
6.44,98930.0,-0.012963484062147375,63.35
5.56,98920.0,0.16529377445831023,68.2
4.54,98890.0,-0.31689612020615465,70.7
3.3,98900.0,-0.50330121572545,76.1
2.12,98870.0,-0.6201580652927028,82.05
1.38,98880.0,-1.8749163859557425,78.9
0.95,98850.0,-2.310417176661605,78.8
0.81,98860.0,-2.455175953173182,78.75
2.41,98900.0,-1.3833719512239544,76.0
7.37,98870.0,1.4273994962798124,65.95
10.54,98920.0,1.388180734336823,53.1
12.77,98930.0,3.064502400349047,51.65
14.8,98940.0,4.011131337253007,48.4
16.52,98910.0,4.155396670550992,43.8
17.86,98940.0,4.918159146674824,42.45
18.68,98960.0,5.174236177798343,41.05
19.01,98950.0,4.971552875148395,39.65
18.91,98940.0,5.380632484477978,41.05
18.26,98980.0,6.391816809267051,45.85
16.7,99020.0,6.438130419963607,50.75
14.54,99090.0,5.364699542157975,54.1
13.01,99070.0,5.967915035118963,62.3
10.54,99130.0,5.644492453676079,71.7
8.74,99160.0,4.90500703059212,76.85
7.3,99200.0,4.017626325446437,79.65
6.29,99240.0,3.54038326503435,82.55
5.59,99310.0,2.847508938887189,82.5
5.02,99360.0,2.8089250315538674,85.6
4.78,99400.0,2.5650588819564564,85.55
4.61,99470.0,2.398149368903971,85.55
4.2,99510.0,2.5185762132864293,88.8
3.93,99570.0,2.252314590870252,88.8
5.85,99630.0,4.161677927388461,88.9
9.96,99700.0,6.1342711556387535,77.1
12.31,99770.0,7.396054206389886,71.95
13.76,99820.0,7.771814013867918,67.15
15.1,99850.0,8.57824943835547,65.05
16.19,99840.0,9.124651770828695,62.95
17.02,99800.0,8.370093483404284,56.75
17.55,99780.0,8.361388507714901,54.85
17.68,99760.0,7.948928114069892,52.9
17.4,99720.0,8.181653020163381,54.7
16.82,99730.0,8.682014247588487,58.7
15.78,99750.0,9.246389081604777,65.15
13.85,99760.0,8.927316368187713,72.2
13.05,99730.0,8.670421863617694,74.75
11.89,99740.0,8.57676500158558,80.15
10.91,99730.0,8.135886944278097,83.0
10.08,99740.0,7.844665656878524,86.0
9.31,99710.0,7.6064743686882785,89.1
8.61,99700.0,6.916082801485614,89.1
7.99,99660.0,6.8331733124016285,92.4
7.33,99610.0,6.171523544985172,92.35
6.62,99570.0,5.4682116521679545,92.35
5.88,99530.0,5.79305110215185,99.4
5.18,99500.0,5.093550042721069,99.4
6.24,99490.0,6.15279394531535,99.4
10.4,99470.0,8.158914312670676,86.0
12.9,99450.0,8.51573266766511,74.7
15.16,99400.0,8.104225484738055,62.75
17.04,99360.0,7.315183109083444,52.75
18.3,99260.0,5.897250482422488,44.2
19.06,99230.0,5.016233325675489,39.65
19.38,99160.0,4.767439230639764,38.2
19.46,99140.0,4.304738200193043,36.8
19.26,99070.0,4.127608737378935,36.8
18.81,99050.0,5.8251636675785825,42.6
17.5,99050.0,7.246599601216892,51.0
14.9,99050.0,7.835101006746323,62.65
13.37,99010.0,5.77561379368034,60.05
12.01,99040.0,4.4487729410178085,59.85
11.61,99020.0,3.5158919914476012,57.55
12.12,99000.0,3.4782411558593713,55.5
10.96,98990.0,3.4019839372440672,59.6
9.21,98930.0,3.2430948182644674,66.25
8.12,98950.0,3.2294939238617544,71.25
7.18,98900.0,2.8400635226344835,73.9
6.52,98910.0,2.184236730795225,73.8
5.92,98910.0,2.1167941931490386,76.55
6.33,98930.0,2.514082474722856,76.55
8.49,98950.0,4.132806077258298,74.05
10.53,99030.0,6.169241658905466,74.4
13.36,99070.0,6.836692384734126,64.65
15.24,99100.0,6.57983036511464,56.25
16.05,99120.0,6.860457999996598,54.45
16.77,99100.0,7.5694919463070836,54.6
17.25,99110.0,7.509449348661265,52.75
17.6,99080.0,7.874907760951795,52.9
17.76,99070.0,8.022946700121599,52.9
17.5,99060.0,7.246599601216892,51.0
16.87,99080.0,7.66239023479712,54.6
15.64,99120.0,7.513569649643088,58.45
13.84,99180.0,7.314650596400953,64.75
12.91,99180.0,7.993094688577887,72.05
10.76,99210.0,7.4582207997899586,80.05
9.58,99240.0,6.282101196551016,79.9
8.73,99310.0,5.960422139651739,82.75
