# Data source (extracted from Figure): econstor, "Stromverbrauch privater Haushalte in Deutschland: Eine ökonometrische Analyse", https://www.econstor.eu/handle/10419/116776
1 Occupant,1 Occupant,2 Occupants,2 Occupants,3 Occupants,3 Occupants,4+ Occupants,4+ Occupants
X,Y,X,Y,X,Y,X,Y
10050,6.11E-07,10050,6.61E-06,10050,1.06E-05,10050,2.22E-05
10080,7.00E-07,10080,6.53E-06,10080,9.69E-06,10080,2.20E-05
10110,7.82E-07,10110,6.46E-06,10110,8.98E-06,10110,2.17E-05
10140,8.13E-07,10140,6.16E-06,10140,8.41E-06,10140,2.10E-05
10170,8.91E-07,10170,5.75E-06,10170,7.91E-06,10170,2.04E-05
10200,9.81E-07,10200,5.30E-06,10200,7.49E-06,10200,1.97E-05
10230,1.09E-06,10230,4.90E-06,10230,7.17E-06,10230,1.90E-05
10260,1.41E-06,10260,4.76E-06,10260,6.91E-06,10260,1.83E-05
10290,1.89E-06,10290,4.75E-06,10290,6.60E-06,10290,1.78E-05
10320,2.20E-06,10320,4.68E-06,10320,6.26E-06,10320,1.71E-05
10350,2.39E-06,10350,4.59E-06,10350,5.89E-06,10350,1.74E-05
10380,2.51E-06,10380,4.55E-06,10380,5.60E-06,10380,1.73E-05
10410,2.62E-06,10410,4.57E-06,10410,5.44E-06,10410,1.71E-05
10440,2.76E-06,10440,4.53E-06,10440,5.38E-06,10440,1.70E-05
10470,2.89E-06,10470,4.43E-06,10470,5.36E-06,10470,1.72E-05
10500,2.96E-06,10500,4.35E-06,10500,5.40E-06,10500,1.69E-05
10530,2.98E-06,10530,4.41E-06,10530,5.49E-06,10530,1.65E-05
10560,2.97E-06,10560,4.47E-06,10560,5.64E-06,10560,1.59E-05
10590,3.02E-06,10590,4.32E-06,10590,5.86E-06,10590,1.53E-05
10620,3.14E-06,10620,4.16E-06,10620,6.07E-06,10620,1.47E-05
10650,3.18E-06,10650,4.04E-06,10650,6.24E-06,10650,1.41E-05
10680,3.17E-06,10680,3.86E-06,10680,6.33E-06,10680,1.34E-05
10710,3.17E-06,10710,3.77E-06,10710,6.36E-06,10710,1.31E-05
10740,3.17E-06,10740,3.77E-06,10740,6.44E-06,10740,1.28E-05
10770,3.17E-06,10770,3.77E-06,10770,6.67E-06,10770,1.27E-05
10800,3.10E-06,10800,3.77E-06,10800,7.10E-06,10800,1.25E-05
10830,2.95E-06,10830,3.76E-06,10830,7.67E-06,10830,1.21E-05
10860,2.74E-06,10860,3.65E-06,10860,8.26E-06,10860,1.18E-05
10890,2.61E-06,10890,3.47E-06,10890,8.72E-06,10890,1.14E-05
10920,2.52E-06,10920,3.30E-06,10920,8.97E-06,10920,1.09E-05
10950,2.31E-06,10950,3.08E-06,10950,9.08E-06,10950,1.05E-05
10980,2.18E-06,10980,2.97E-06,10980,9.20E-06,10980,1.02E-05
11010,2.16E-06,11010,3.00E-06,11010,9.37E-06,11010,9.97E-06
11040,2.07E-06,11040,3.12E-06,11040,9.57E-06,11040,9.78E-06
11070,2.00E-06,11070,3.22E-06,11070,9.77E-06,11070,9.64E-06
11100,1.95E-06,11100,3.23E-06,11100,9.92E-06,11100,9.50E-06
11130,1.85E-06,11130,3.30E-06,11130,1.01E-05,11130,9.31E-06
11160,1.82E-06,11160,3.35E-06,11160,1.02E-05,11160,8.97E-06
11190,1.88E-06,11190,3.29E-06,11190,1.04E-05,11190,8.43E-06
11220,1.94E-06,11220,3.19E-06,11220,1.05E-05,11220,7.72E-06
11250,2.11E-06,11250,3.20E-06,11250,1.07E-05,11250,6.88E-06
11280,2.15E-06,11280,3.02E-06,11280,1.08E-05,11280,6.03E-06
11310,2.06E-06,11310,2.41E-06,11310,1.09E-05,11310,5.28E-06
11340,1.99E-06,11340,2.15E-06,11340,1.08E-05,11340,4.77E-06
11370,1.90E-06,11370,2.17E-06,11370,1.09E-05,11370,4.59E-06
11400,1.80E-06,11400,2.30E-06,11400,1.11E-05,11400,4.65E-06
11430,1.78E-06,11430,2.54E-06,11430,1.13E-05,11430,4.84E-06
11460,1.77E-06,11460,2.47E-06,11460,1.15E-05,11460,5.05E-06
11490,1.69E-06,11490,2.27E-06,11490,1.17E-05,11490,5.21E-06
11520,1.60E-06,11520,2.04E-06,11520,1.19E-05,11520,5.23E-06
11550,1.50E-06,11550,1.76E-06,11550,1.20E-05,11550,5.08E-06
11580,1.28E-06,11580,1.57E-06,11580,1.22E-05,11580,4.77E-06
11610,9.70E-07,11610,1.42E-06,11610,1.22E-05,11610,4.34E-06
11640,8.00E-07,11640,1.38E-06,11640,1.23E-05,11640,3.83E-06
11670,7.91E-07,11670,1.39E-06,11670,1.22E-05,11670,3.32E-06
11700,7.98E-07,11700,1.39E-06,11700,1.22E-05,11700,2.89E-06
11730,7.61E-07,11730,1.39E-06,11730,1.21E-05,11730,2.59E-06
11760,6.65E-07,11760,1.40E-06,11760,1.20E-05,11760,2.47E-06
11790,5.61E-07,11790,1.65E-06,11790,1.18E-05,11790,2.49E-06
11820,4.53E-07,11820,2.16E-06,11820,1.17E-05,11820,2.64E-06
11850,3.99E-07,11850,2.41E-06,11850,1.16E-05,11850,2.84E-06
11880,3.96E-07,11880,2.37E-06,11880,1.15E-05,11880,3.01E-06
11910,3.97E-07,11910,2.38E-06,11910,1.14E-05,11910,3.09E-06
11940,3.96E-07,11940,2.37E-06,11940,1.12E-05,11940,3.06E-06
11970,4.00E-07,11970,2.28E-06,11970,1.11E-05,11970,2.95E-06
12000,3.70E-07,12000,2.20E-06,12000,1.10E-05,12000,2.76E-06
12030,2.50E-07,12030,2.14E-06,12030,1.09E-05,12030,2.52E-06
12060,9.30E-08,12060,1.82E-06,12060,1.08E-05,12060,2.25E-06
12090,2.85E-10,12090,1.46E-06,12090,1.06E-05,12090,1.99E-06
12120,6.65E-09,12120,1.38E-06,12120,1.05E-05,12120,1.79E-06
12150,1.59E-08,12150,1.41E-06,12150,1.02E-05,12150,1.70E-06
12180,2.84E-08,12180,1.62E-06,12180,9.94E-06,12180,1.74E-06
12210,4.43E-08,12210,2.03E-06,12210,9.60E-06,12210,1.87E-06
12240,6.40E-08,12240,2.21E-06,12240,9.25E-06,12240,2.00E-06
12270,8.75E-08,12270,2.18E-06,12270,8.93E-06,12270,2.08E-06
12300,1.15E-07,12300,2.15E-06,12300,8.61E-06,12300,2.12E-06
12330,1.48E-07,12330,2.05E-06,12330,8.56E-06,12330,2.09E-06
12360,1.84E-07,12360,1.98E-06,12360,8.24E-06,12360,2.02E-06
12390,6.78E-07,12390,1.90E-06,12390,7.86E-06,12390,1.93E-06
12420,8.25E-07,12420,1.78E-06,12420,7.47E-06,12420,1.82E-06
12450,9.68E-07,12450,1.66E-06,12450,7.04E-06,12450,1.73E-06
12480,9.96E-07,12480,1.59E-06,12480,6.74E-06,12480,1.67E-06
12510,9.86E-07,12510,1.59E-06,12510,6.52E-06,12510,1.64E-06
12540,9.20E-07,12540,1.59E-06,12540,6.25E-06,12540,1.64E-06
12570,7.45E-07,12570,1.63E-06,12570,6.00E-06,12570,1.66E-06
12600,5.90E-07,12600,1.68E-06,12600,5.72E-06,12600,1.68E-06
12630,4.41E-07,12630,1.60E-06,12630,5.43E-06,12630,1.68E-06
12660,1.81E-07,12660,1.48E-06,12660,5.18E-06,12660,1.67E-06
12690,1.36E-07,12690,1.40E-06,12690,4.97E-06,12690,1.65E-06
12720,9.19E-08,12720,1.41E-06,12720,4.83E-06,12720,1.63E-06
12750,4.75E-08,12750,1.52E-06,12750,4.78E-06,12750,1.60E-06
12780,3.05E-09,12780,1.58E-06,12780,4.49E-06,12780,1.58E-06
12810,9.42E-09,12810,1.59E-06,12810,4.13E-06,12810,1.58E-06
12840,1.76E-08,12840,1.59E-06,12840,3.68E-06,12840,1.58E-06
12870,2.72E-08,12870,1.58E-06,12870,3.14E-06,12870,1.59E-06
12900,3.78E-08,12900,1.50E-06,12900,2.54E-06,12900,1.59E-06
12930,4.91E-08,12930,1.31E-06,12930,1.97E-06,12930,1.59E-06
12960,3.49E-07,12960,1.25E-06,12960,1.54E-06,12960,1.58E-06
12990,4.27E-07,12990,1.50E-06,12990,1.30E-06,12990,1.57E-06
13020,2.47E-07,13020,1.81E-06,13020,1.19E-06,13020,1.56E-06
13050,1.87E-07,13050,2.04E-06,13050,1.11E-06,13050,1.59E-06
13080,2.01E-07,13080,2.16E-06,13080,1.03E-06,13080,1.66E-06
13110,1.97E-07,13110,2.18E-06,13110,9.42E-07,13110,1.75E-06
13140,2.00E-07,13140,2.18E-06,13140,8.43E-07,13140,1.85E-06
13170,1.84E-07,13170,2.19E-06,13170,7.36E-07,13170,1.95E-06
13200,8.22E-08,13200,2.15E-06,13200,6.20E-07,13200,2.04E-06
13230,4.52E-08,13230,2.05E-06,13230,4.99E-07,13230,2.13E-06
13260,1.67E-07,13260,1.97E-06,13260,4.14E-07,13260,2.25E-06
13290,4.72E-07,13290,1.92E-06,13290,4.13E-07,13290,2.40E-06
13320,8.12E-07,13320,1.96E-06,13320,4.90E-07,13320,2.58E-06
13350,9.92E-07,13350,2.09E-06,13350,5.93E-07,13350,2.80E-06
13380,1.09E-06,13380,2.20E-06,13380,6.91E-07,13380,3.02E-06
13410,1.21E-06,13410,2.30E-06,13410,7.59E-07,13410,3.21E-06
13440,1.33E-06,13440,2.38E-06,13440,7.91E-07,13440,3.33E-06
13470,1.39E-06,13470,2.38E-06,13470,7.98E-07,13470,3.38E-06
13500,1.39E-06,13500,2.38E-06,13500,7.94E-07,13500,3.36E-06
13530,1.39E-06,13530,2.37E-06,13530,7.90E-07,13530,3.29E-06
13560,1.38E-06,13560,2.30E-06,13560,7.92E-07,13560,3.18E-06
13590,1.42E-06,13590,2.21E-06,13590,8.00E-07,13590,3.07E-06
13620,1.52E-06,13620,2.18E-06,13620,7.88E-07,13620,2.99E-06
13650,1.58E-06,13650,2.18E-06,13650,7.24E-07,13650,2.99E-06
13680,1.59E-06,13680,2.18E-06,13680,6.00E-07,13680,3.12E-06
13710,1.59E-06,13710,2.19E-06,13710,4.35E-07,13710,3.41E-06
13740,1.59E-06,13740,2.15E-06,13740,2.72E-07,13740,3.80E-06
13770,1.59E-06,13770,2.05E-06,13770,1.38E-07,13770,4.21E-06
13800,1.59E-06,13800,1.99E-06,13800,4.17E-08,13800,4.60E-06
13830,1.57E-06,13830,1.98E-06,13830,4.17E-10,13830,4.91E-06
13860,1.48E-06,13860,1.98E-06,13860,2.93E-09,13860,5.11E-06
13890,1.37E-06,13890,1.98E-06,13890,6.72E-09,13890,5.16E-06
13920,1.27E-06,13920,1.98E-06,13920,1.17E-08,13920,5.08E-06
13950,1.20E-06,13950,1.98E-06,13950,1.78E-08,13950,4.85E-06
13980,1.19E-06,13980,1.98E-06,13980,2.49E-08,13980,4.52E-06
14010,1.17E-06,14010,1.98E-06,14010,3.29E-08,14010,4.17E-06
14040,1.03E-06,14040,1.99E-06,14040,4.18E-08,14040,3.94E-06
14070,8.60E-07,14070,1.97E-06,14070,5.15E-08,14070,3.93E-06
14100,7.72E-07,14100,2.04E-06,14100,6.18E-08,14100,4.13E-06
14130,6.31E-07,14130,2.33E-06,14130,7.28E-08,14130,4.47E-06
14160,4.39E-07,14160,2.49E-06,14160,8.42E-08,14160,4.88E-06
14190,3.88E-07,14190,2.41E-06,14190,9.62E-08,14190,5.28E-06
14220,3.99E-07,14220,2.37E-06,14220,1.08E-07,14220,5.56E-06
14250,3.96E-07,14250,2.41E-06,14250,1.21E-07,14250,5.66E-06
14280,3.95E-07,14280,2.50E-06,14280,1.56E-07,14280,5.59E-06
14310,4.13E-07,14310,2.60E-06,14310,3.30E-07,14310,5.41E-06
14340,5.03E-07,14340,2.73E-06,14340,3.86E-07,14340,5.18E-06
14370,5.84E-07,14370,2.80E-06,14370,3.64E-07,14370,4.93E-06
14400,5.96E-07,14400,2.75E-06,14400,3.14E-07,14400,4.72E-06
14430,6.00E-07,14430,2.75E-06,14430,2.55E-07,14430,4.58E-06
14460,6.59E-07,14460,2.78E-06,14460,2.12E-07,14460,4.53E-06
14490,7.83E-07,14490,2.80E-06,14490,2.05E-07,14490,4.60E-06
14520,9.00E-07,14520,2.90E-06,14520,2.25E-07,14520,4.78E-06
14550,1.04E-06,14550,2.99E-06,14550,2.64E-07,14550,4.97E-06
14580,1.16E-06,14580,3.15E-06,14580,3.20E-07,14580,5.06E-06
14610,1.19E-06,14610,3.42E-06,14610,3.92E-07,14610,4.97E-06
14640,1.19E-06,14640,3.56E-06,14640,4.67E-07,14640,4.75E-06
14670,1.27E-06,14670,3.57E-06,14670,5.30E-07,14670,4.45E-06
14700,1.37E-06,14700,3.57E-06,14700,5.86E-07,14700,4.12E-06
14730,1.40E-06,14730,3.56E-06,14730,6.46E-07,14730,3.83E-06
14760,1.46E-06,14760,3.40E-06,14760,7.05E-07,14760,3.61E-06
14790,1.56E-06,14790,3.10E-06,14790,7.54E-07,14790,3.51E-06
14820,1.59E-06,14820,2.95E-06,14820,7.89E-07,14820,3.51E-06
14850,1.58E-06,14850,2.97E-06,14850,8.13E-07,14850,3.58E-06
14880,1.59E-06,14880,3.01E-06,14880,8.32E-07,14880,3.70E-06
14910,1.64E-06,14910,3.13E-06,14910,8.48E-07,14910,3.79E-06
14940,1.10E-06,14940,3.34E-06,14940,5.66E-07,14940,2.53E-06
14970,5.48E-07,14970,3.34E-06,14970,2.83E-07,14970,1.26E-06
15000,0,15000,3.34E-06,15000,0.00E+00,15000,0
