kWh,1 Occupant,2 Occupants,3 Occupants,4+ Occupants
5100,0.9766112425383593,0.8279398845289865,0.6257847200400632,0.5946930489348725
5130,0.9772781960895128,0.8311827088800112,0.6321203026094043,0.6004292852228299
5160,0.977914970746949,0.8343297937638156,0.6383826957060434,0.6060953080594751
5190,0.9785245844000395,0.8373925833444582,0.6445843943574852,0.6116936585606678
5220,0.9791040191594128,0.8403680659998186,0.6507343925690348,0.6172150495529688
5250,0.9796502571356971,0.8432592232357965,0.6568454871804553,0.6226480157636302
5280,0.980163298328892,0.8460720782966332,0.6628933521237066,0.6279821809695584
5310,0.9806491785177416,0.8488036195602081,0.6688907540573258,0.6332145805355842
5340,0.9811048798128735,0.8514568586486417,0.674810348790687,0.6383484211079113
5370,0.9815304022142883,0.8540317955619344,0.6806448626483588,0.6433896319568788
5400,0.9819287636113574,0.8565314419222069,0.6863872634047167,0.648346199446617
5430,0.9822999640040809,0.8589618209737007,0.6920302170218774,0.6532265032091866
5460,0.9826470212818306,0.8613259443385368,0.6975905042614171,0.658034082655964
5490,0.9829759712233497,0.8636298352609566,0.7030745235432175,0.6627665781793648
5520,0.9832868138286385,0.8658795169852018,0.7084833613914094,0.6674186050338773
5550,0.9835834723538801,0.8680810127555141,0.7138242009377468,0.6719913430232931
5580,0.983866550376949,0.8702463690603766,0.7190692754544414,0.6764942608293275
5610,0.9841378586314682,0.8723785975219102,0.7242214219767239,0.6809389749816246
5640,0.9843967935395632,0.8744807097622357,0.729276113320716,0.6853361642170706
5670,0.984643053312297,0.876555717403474,0.7342329873117072,0.6896874621101466
5700,0.9848799576279783,0.8786036204456249,0.7391030299159091,0.6939889662329256
5730,0.985112636898539,0.8806244188886885,0.7439035953381895,0.6982315709202438
5760,0.9853395821792935,0.8826211243547856,0.7485868161543399,0.702407108299695
5790,0.9855586809476815,0.8845937368439162,0.7531708916435517,0.7065188757716212
5820,0.9857732528820119,0.8865422563560804,0.7576537694824668,0.7105674783636077
5850,0.985982090826536,0.8884636712691574,0.7620485181418809,0.7145611444508192
5880,0.986183685836568,0.8903579815831469,0.7663504897130122,0.7185070133587661
5910,0.9863867897912858,0.89222819892017,0.770557330060244,0.7224217535974327
5940,0.9865923080575011,0.8940713116581058,0.7746478821442505,0.726306181954059
5970,0.9867926959117843,0.8958843081748336,0.7786357576978934,0.7301508599983098
6000,0.9869897640877586,0.897670200092474,0.7825364698712628,0.7339445342170922
6030,0.9871877376305446,0.8994259757889064,0.7863503808390689,0.7376809728262741
6060,0.9873826932839586,0.9011516352641307,0.7900755891840828,0.7413572716934446
6090,0.9875682934803203,0.9028471785181468,0.793712607987144,0.7449691653741252
6120,0.9877448400085668,0.9045065823067132,0.7972617994229629,0.7485102405759079
6150,0.9879168597027558,0.9061328582519509,0.8007223184172155,0.7519737209898338
6180,0.9880822400403269,0.9077199831096178,0.8040924446400278,0.755357670527629
6210,0.9882406792323432,0.909270968501835,0.8073707293925589,0.7586657193548073
6240,0.988395195168176,0.9107888260507233,0.8105603718847496,0.7619017093965373
6270,0.9885448824810141,0.912270544134162,0.8136694908663553,0.7650700573541941
6300,0.9886812910806166,0.9137191343742718,0.8167063861744862,0.7681724875563967
6330,0.9888023084444233,0.9151376083931734,0.8196792369213497,0.7712166838534827
6360,0.9889088399392456,0.9165259661908668,0.8225977614616716,0.7742024949885556
6390,0.9890020927208323,0.917887219389473,0.825467996040623,0.7771368787788502
6420,0.9890838775228062,0.9192183563668712,0.8282899406582043,0.7800168100864382
6450,0.9891544961341049,0.920522388745182,0.8310696315595864,0.782848339187176
6480,0.9892163628662256,0.9217963049022847,0.8338100868673549,0.7856254158052074
6510,0.9892703830859796,0.9230401048381793,0.8365113065815102,0.788341989664676
6540,0.9893168585823043,0.9242568001749867,0.8391732907020519,0.7909920104897255
6570,0.9893585054556342,0.9254494025348275,0.8417960392289802,0.7935754782803558
6600,0.9893947201280952,0.926614900295581,0.8443765340397095,0.796089367898639
6630,0.9894264079664982,0.927759316701489,0.8469147751342396,0.7985427547583596
6660,0.989455470241148,0.9288796401304303,0.8494107625125707,0.8009447142733016
6690,0.9894811223008079,0.9299818938266468,0.8518705324198741,0.8033103721331061
6720,0.9895031528932215,0.9310690894122593,0.8543001211013209,0.8056488037515573
6750,0.9895205962937901,0.932138215265147,0.8567055648020826,0.8079660594045115
6780,0.9895336335758761,0.9331892713853096,0.859086863522159,0.8102681893678251
6810,0.9895454033444259,0.9342222577727475,0.861437981016379,0.8125521685035698
6840,0.9895574145441254,0.9352431976717022,0.8637528810395713,0.8148210219496739
6870,0.9895693653860373,0.9362520910821736,0.86602854546915,0.8170686994302809
6900,0.989581346406843,0.9372519496262827,0.8682649743051153,0.819295200945391
6930,0.9895932972487551,0.93824578492615,0.8704712219152242,0.8214975013570759
6960,0.9896052480906671,0.9392335969817757,0.8726563426672336,0.8236816509411921
6990,0.9896171989325792,0.9402183974152807,0.8748263728063147,0.8258446245598112
7020,0.9896291497744912,0.9412031978487857,0.8769782942098819,0.8279894473508616
7050,0.9896411006164032,0.9421910099044114,0.8791030525101783,0.8301191444522712
7080,0.9896530514583153,0.9431848452042787,0.8811946114620326,0.832230690726112
7110,0.9896650023002272,0.9441816921262668,0.8832499529428591,0.8343271113103121
7140,0.9896769531421393,0.9451725158040135,0.8852630407074864,0.8363993307910871
7170,0.9896889039840513,0.9461573162375185,0.887239911001086,0.8384624748580777
7200,0.9897008548259634,0.9471391050489025,0.889180563823658,0.8405225937871401
7230,0.9897128056678755,0.9481118589939243,0.8910880172977876,0.8425857378541307
7260,0.9897247565097874,0.949069554828342,0.8929652895460608,0.8446488819211213
7290,0.9897367073516995,0.9500152041742764,0.8948033262007206,0.8467180762639682
7320,0.9897486581936115,0.9509548302759692,0.8966292903650378,0.8487902957447432
7350,0.9897606392144171,0.9518914447555412,0.8984160189357415,0.8508746157772308
7380,0.9897725900563292,0.9528220359908715,0.9001665300354176,0.8529710363614309
7410,0.989784571077135,0.9537405807377185,0.9018747874188945,0.8550704820835592
7440,0.9897964917401534,0.9546470789960824,0.9035377729635867,0.8571699278056875
7470,0.9898089254443649,0.9555415307659629,0.9051645410372511,0.8592663483898876
7500,0.9898242865012671,0.9564269476694812,0.906752073517302,0.8613657941120159
7530,0.9898438726032898,0.9573033297066369,0.9083154610166678,0.8634682649720723
7560,0.9898679251815825,0.9581646536331886,0.9098365947998346,0.8655707358321286
7590,0.9898958708371649,0.9590109194491362,0.9113124567442166,0.8676701815542569
7620,0.9899263515198193,0.9598391155323589,0.9127611555853278,0.8697605518626008
7650,0.9899622644033431,0.9606492418828569,0.9141826913231681,0.8718327713433758
7680,0.9900033076987987,0.9614412985006301,0.9155589552222236,0.873886839996582
7710,0.9900464635168145,0.9622122737635576,0.9168869291599089,0.875919732684291
7740,0.9900944479578251,0.9629651792937601,0.9181635950136381,0.8779284242685751
7770,0.9901469592328933,0.9637000150912378,0.9193949890285826,0.8799189650252904
7800,0.9902006776637101,0.9644137695338698,0.920575074959571,0.8818853046785805
7830,0.9902543960945269,0.965106442621656,0.92173403403246,0.883839543780158
7860,0.9903081145253437,0.9657780343545967,0.9228477212665641,0.8857816823300232
7890,0.9903618329561605,0.9664225214884502,0.9239101004167123,0.8877117203281757
7920,0.9904155513869773,0.9670429156453373,0.9249362620958328,0.8896266326366875
7950,0.9904692698177942,0.9676331935810158,0.9259262063039254,0.8915264192555586
7980,0.9905232900375484,0.9681993785397282,0.9268920055313329,0.8934020047710046
8010,0.9905821388802971,0.9687414705214741,0.9278336597780551,0.8952533891830255
8040,0.9906518521247842,0.9692624811483742,0.9287481509215065,0.8970805724916213
8070,0.9907291100927006,0.9697684336646702,0.9296384970842728,0.898883554696792
8100,0.9908108948946747,0.9702533048261208,0.9305046982663538,0.9006623357985375
8130,0.9909005262090151,0.9707170946327255,0.9313588269580924,0.9024229660727143
8160,0.9909974004578478,0.9711567914623637,0.9322039012820739,0.9041684706572504
8190,0.9910981979628637,0.9715723953150354,0.9330399212382984,0.9059079249659301
8220,0.9912002026236284,0.9719669178128615,0.9338699049493516,0.9076383038608254
8250,0.9913013019175816,0.9723403589558419,0.9346938524152336,0.9093535570660801
8280,0.9914002886889745,0.9726957303660975,0.9355057273907731,0.911053684581694
8310,0.9914941450484356,0.9730330320436282,0.9363025117533842,0.9127326361318109
8340,0.9915843799406505,0.9733522639884341,0.9370872236256528,0.9143783111647183
8370,0.9916703897877451,0.9736594494447568,0.9378598630075788,0.91598465940456
8400,0.9917509674339704,0.9739554918992325,0.9386234480217478,0.9175547059892639
8430,0.9918264146682638,0.9742418971629216,0.9393779786681599,0.9190854257809021
8460,0.9918949207570023,0.974522279182369,0.9401264730694006,0.9205768187794745
8490,0.9919576928559343,0.974797541444211,0.9408689312254701,0.9220349352608374
8520,0.9920213703216779,0.9750670816240236,0.9416053531363682,0.9234688506387752
8550,0.992092894299788,0.9753299962351702,0.9423417750472662,0.9248936906029285
8580,0.9921704540566417,0.975582069006682,0.9430781969581644,0.9263064300153693
8610,0.9922522388586157,0.9758245045874073,0.9438146188690625,0.9276768174968161
8640,0.992339757650396,0.976060916923891,0.9445540589025464,0.9290139284610534
8670,0.9924311996983594,0.9762931129894054,0.9452934989360303,0.930314737770153
8700,0.9925253578467575,0.9765228997572231,0.9460450114598566,0.9315762202861868
8730,0.992623439251339,0.9767559993093738,0.9467935058610973,0.932801401147083
8760,0.9927257457010408,0.9769936162947056,0.9475359640171668,0.9339902803528415
8790,0.9928280521507425,0.9772324379288859,0.948272385928065,0.9351549584551749
8820,0.99292764250001,0.9774712595630662,0.9489997534712062,0.9363045108678677
8850,0.993023611382031,0.9777103823594586,0.949721084769176,0.9374419627288477
8880,0.9931156570078689,0.9779483005070027,0.9504333616993892,0.9385673140381153
8910,0.9932013650660262,0.9781789907614568,0.9511426205070164,0.9396866150715266
8940,0.9932768123003196,0.9784021519606088,0.951848861192058,0.9408028909670098
8970,0.9933441112333092,0.9786232050242764,0.9525551018770997,0.9419070663107804
9000,0.9934047708096811,0.9788439569257317,0.9532613425621413,0.9429961159649103
9030,0.9934596963962468,0.9790650099893992,0.953967583247183,0.9440670147914715
9060,0.9935134148270636,0.9792854607286425,0.9546738239322247,0.9451137125146074
9090,0.9935674350468177,0.9795038033324013,0.9553800646172663,0.9461362091343184
9120,0.9936208516886974,0.979718531989615,0.956086305302308,0.9471345046506041
9150,0.9936718540190798,0.9799320559979805,0.9567925459873496,0.9481116242013928
9180,0.9937204420379647,0.9801491939528908,0.9574987866723913,0.9490705929246127
9210,0.9937651068006664,0.9803744632875274,0.958205027357433,0.950014435958192
9240,0.9938025286288761,0.9806054547041936,0.9589112680424746,0.9509461784400589
9270,0.993831771976888,0.9808397589051926,0.9596175087275163,0.9518597700943568
9300,0.9938541647160264,0.981078881701585,0.9603237494125579,0.9527491606452295
9330,0.9938708536442521,0.9813249312288552,0.9610299900975996,0.9536052746788928
9360,0.9938834684218261,0.9815785098114274,0.9617332126600557,0.9544250870574184
9390,0.9938965057039119,0.9818354011783327,0.9624334170999261,0.9552085977808064
9420,0.9939134360632875,0.9820919913830257,0.9631306034172108,0.9559648822628409
9450,0.9939315433995178,0.9823491839121428,0.9638217534893242,0.9567030159173068
9480,0.9939496205568545,0.9826039671435632,0.9645068673162664,0.9574350992959165
9510,0.9939662491272928,0.9828521248063179,0.9651859448980373,0.9581671826745262
9540,0.9939773549601807,0.9830969696847398,0.9658620043572226,0.9588992660531357
9570,0.9939821534042818,0.9833412122387375,0.9665320275712364,0.9596313494317453
9600,0.9939828716619522,0.9835821420084024,0.9671929964174933,0.9603604076724267
9630,0.993986734560348,0.9838170485338256,0.9678388746508222,0.9610773653613957
9660,0.9939944905360335,0.9840495457615521,0.9684636260260513,0.9617701219469394
9690,0.9940056869056025,0.9842826453137028,0.9690642324205953,0.9624780042221239
9720,0.9940173057796837,0.9845124320815206,0.9696406938344542,0.9631647105318114
9750,0.994029347158277,0.984732882820764,0.9701960283902133,0.9638483917035708
9780,0.9940412980001889,0.9849439975314327,0.970730236087873,0.9645018214960488
9810,0.9940532790209946,0.9851527029444049,0.9712402988048476,0.9651431507368142
9840,0.9940652298629066,0.9853617095195891,0.9717382890314796,0.9657935553913639
9870,0.9940771807048188,0.9855707160947733,0.9722091161548408,0.9664681611493389
9900,0.9940893126200929,0.9857797226699575,0.9726588164201024,0.967145792045242
9930,0.9941034967001401,0.9859866211096571,0.9730843717046788,0.967823422941145
9960,0.9941207892062401,0.986186592818479,0.9734827638859842,0.9685071041129044
9990,0.9941388965424706,0.9863838540673922,0.9738570110866047,0.9691907852846638
10020,0.9941567624475512,0.9865844281006382,0.9741980589387829,0.969871441318495
10050,0.9941752017516124,0.9867834963228238,0.9745179799328617,0.9705430219385417
10080,0.9941963269772147,0.9869801552473126,0.9748104360114109,0.9712085522827323
10110,0.9942199268721016,0.9871747060363171,0.9750814634196022,0.9718650072131384
10140,0.9942444623126938,0.987360221958959,0.9753352875290552,0.9725002861780475
10170,0.9942713517069959,0.9875333902309057,0.97557402102558,0.9731174143153878
10200,0.9943009572017327,0.9876930062033087,0.975800078407245,0.9737133664872312
10230,0.9943338521958847,0.9878405756872283,0.9760164777966359,0.9742881426935776
10260,0.994376404436026,0.9879839289001788,0.9762250300673043,0.974841742934427
10290,0.994433442545152,0.9881269809509172,0.9764242261579571,0.9753802174856357
10320,0.9944998361113302,0.9882679248661712,0.9766131606318187,0.9758975160713474
10350,0.9945719636673147,0.9884061583215165,0.9767909280521133,0.9764238900708436
10380,0.9946477126905452,0.9885431871280133,0.9769599429169096,0.9769472389324118
10410,0.9947267813920847,0.9886808182589344,0.9771241287855689,0.9774645375181235
10440,0.9948100751387446,0.9888172447410071,0.9772865037806768,0.9779788109659071
10470,0.9948972921415878,0.988950659600959,0.9774482751512675,0.9784991346895469
10500,0.9949866216669913,0.9890816651632143,0.9776112537708925,0.9790103829994022
10530,0.995076554770269,0.9892144776987419,0.9777769487008446,0.9795095307575451
10560,0.9951661860846095,0.9893490972075422,0.9779471708146751,0.9799905276881191
10590,0.995257326343636,0.9894791992831612,0.978124032798194,0.9804533737911243
10620,0.9953520880699085,0.9896044827633869,0.9783072328391429,0.9808980690665607
10650,0.9954480569519296,0.9897261522970675,0.9784955636884873,0.9813246135144282
10680,0.9955437240450138,0.9898424009109309,0.978686610848159,0.981729981996799
10710,0.9956393911380977,0.9899559390648855,0.9788785634446061,0.9821262750653852
