Source: https://synpro-lastprofile.de/simulator/
,public_office,school_kindergarden,trade_retail,gastronomy,culture_leisure,health_nursing,sports,research_highereducation,hotel_accomodation,office
58,0.004264,0.00211,0.028755,0.013077,0.00912,0.0075970000000000005,0.001629,0.002286,0.003219,0.007538
59,0.004505,0.002164,0.027528,0.015885,0.008867000000000002,0.007499,0.001492,0.002303,0.002581,0.007126
60,0.004086,0.0020800000000000003,0.030425,0.02546,0.007481,0.007514,0.001192,0.0021680000000000002,0.002741,0.00708
61,0.004639,0.001898,0.030561,0.034912,0.009082000000000002,0.007944,0.001258,0.0022730000000000003,0.0031509999999999997,0.007196
62,0.004615,0.002215,0.031228000000000002,0.025892,0.013627,0.007121000000000001,0.001577,0.002778,0.002928,0.007745
63,0.004955,0.0023769999999999998,0.030265,0.0192,0.014693,0.008022,0.001641,0.0027930000000000003,0.002615,0.007545
64,0.004396,0.002431,0.029747,0.009631,0.009411,0.007698,0.001641,0.0029660000000000003,0.002826,0.00777
65,0.005056,0.002406,0.032502,0.011441000000000002,0.008594,0.007501000000000001,0.001467,0.002977,0.00314,0.006567999999999999
66,0.004947,0.002411,0.03458700000000001,0.012085,0.007372,0.0072,0.001438,0.002785,0.0031230000000000003,0.006706999999999999
67,0.004099,0.00229,0.028161000000000002,0.021144,0.007297,0.003755,0.000332,0.001641,0.0038050000000000002,0.0063620000000000005
68,0.003262,0.000808,0.022581,0.027539,0.011246,0.00369,1e-05,0.0007289999999999999,0.0043040000000000005,0.0047279999999999996
69,0.003109,0.0006889999999999999,0.008801,0.033033,0.010653000000000001,0.003278,0.0,0.0005420000000000001,0.003787,0.004551
70,0.0028439999999999997,0.0008359999999999999,0.008156,0.024102000000000002,0.008203,0.0030659999999999997,0.0,0.000655,0.003581,0.004639
71,0.002853,0.000868,0.008183,0.009141999999999999,0.001501,0.002881,0.0,0.0005290000000000001,0.0024609999999999996,0.004817
72,0.002769,0.000776,0.008144,0.008493,0.000977,0.0029590000000000003,0.0,0.000541,0.002381,0.004543999999999999
73,0.0032930000000000004,0.0006490000000000001,0.008038,0.008117000000000001,0.00091,0.0036,0.0,0.0006360000000000001,0.0026509999999999997,0.005006
74,0.00298,0.000848,0.00805,0.005986,0.00098,0.0035139999999999998,0.0,0.000517,0.002535,0.004914
75,0.003236,0.000734,0.008069000000000002,0.007494,0.000954,0.00373,0.0,0.000624,0.0026,0.004477
76,0.002822,0.000892,0.008028,0.0065,0.001083,0.003745,0.0,0.000533,0.0028580000000000003,0.004923
77,0.003254,0.000767,0.008013,0.007023,0.000905,0.003709,0.0,0.00058,0.0025150000000000003,0.004594
78,0.0034159999999999998,0.000732,0.008064,0.0076,0.000919,0.0039030000000000002,7.3e-05,0.0007149999999999999,0.0025440000000000003,0.005016
79,0.003973,0.001392,0.008599,0.0060090000000000005,0.002088,0.004952,0.000512,0.0020800000000000003,0.002816,0.006422
80,0.004636,0.002286,0.009210000000000001,0.008019,0.0034860000000000004,0.0052569999999999995,0.0010689999999999999,0.003634,0.003231,0.006893
81,0.004462,0.002219,0.009073000000000001,0.006499,0.003422,0.003747,0.0010429999999999999,0.003741,0.0037879999999999997,0.0071070000000000005
82,0.004592,0.002233,0.008952,0.00644,0.003318,0.003327,0.000905,0.003428,0.0023940000000000003,0.006911
83,0.004715,0.002144,0.008877000000000001,0.006356,0.003166,0.002798,0.000742,0.002913,0.002621,0.006794
84,0.004247,0.002183,0.008785,0.008262,0.003003,0.002883,0.0006039999999999999,0.002876,0.002209,0.006876
85,0.0044210000000000005,0.001874,0.00872,0.008198,0.002722,0.0032280000000000004,0.000588,0.00304,0.002144,0.006537
86,0.0042510000000000004,0.001971,0.008893,0.008783,0.002629,0.00337,0.0008020000000000001,0.002822,0.0022919999999999998,0.006628
87,0.004982,0.002317,0.009301,0.008021,0.00342,0.003979,0.0011899999999999999,0.003578,0.00273,0.007280999999999999
88,0.004937,0.002267,0.009347,0.006988,0.003533,0.0039030000000000002,0.0011899999999999999,0.003659,0.00263,0.007305
89,0.0045579999999999996,0.002384,0.009342000000000001,0.00905,0.003397,0.0036869999999999997,0.0011899999999999999,0.003653,0.003199,0.0072380000000000005
90,0.005033999999999999,0.0022789999999999998,0.009293,0.007575999999999999,0.003518,0.0044740000000000005,0.0011899999999999999,0.00363,0.003105,0.006774
91,0.002891,0.002381,0.008364,0.006535999999999999,0.002839,0.002913,0.000761,0.00235,0.003337,0.006652999999999999
92,0.003264,0.000955,0.008089,0.005585,0.001183,0.003472,8.400000000000001e-05,0.000773,0.004959,0.005036
93,0.002691,0.000794,0.008089,0.005467,0.0009649999999999999,0.003182,0.0,0.000646,0.0038079999999999998,0.004708
94,0.002666,0.00066,0.008066,0.005502,0.000975,0.002769,0.0,0.000691,0.003052,0.004968
95,0.0027949999999999997,0.000805,0.008116,0.008125,0.00114,0.003192,0.0,0.000532,0.002767,0.0045
96,0.003281,0.000861,0.008099,0.009300000000000001,0.001714,0.002826,0.0,0.0006810000000000001,0.002926,0.004677
97,0.003283,0.0006820000000000001,0.008074,0.008144,0.0010760000000000001,0.003609,0.0,0.000512,0.002584,0.00492
98,0.00267,0.000751,0.008048999999999999,0.0054989999999999995,0.001075,0.003179,0.0,0.0006889999999999999,0.002702,0.00491
99,0.0028959999999999997,0.0006820000000000001,0.008067999999999999,0.005487,0.001021,0.003343,0.0,0.000616,0.0030110000000000002,0.004933
100,0.0032040000000000003,0.000727,0.008084,0.006487,0.00102,0.003685,0.0,0.000507,0.002967,0.004465
101,0.0028239999999999997,0.0006889999999999999,0.008078,0.006006,0.001,0.0038,0.0,0.0006129999999999999,0.0025369999999999998,0.005016
102,0.002775,0.00085,0.008144,0.006566,0.0010069999999999999,0.003477,7.3e-05,0.000853,0.0025729999999999998,0.005201
103,0.004556,0.002679,0.009941,0.00757,0.001897,0.005278,0.0014039999999999999,0.0030819999999999997,0.002777,0.006265
104,0.007958,0.006902999999999999,0.026101,0.009551,0.004437,0.006502,0.00825,0.006288,0.00409,0.009869999999999999
105,0.012825,0.009353,0.028053,0.013121,0.007032,0.0074199999999999995,0.009734999999999999,0.008471,0.005089000000000001,0.011000999999999999
106,0.017182,0.012153,0.024509,0.014233,0.01184,0.008153,0.010764,0.011687,0.0035659999999999997,0.014424
107,0.018248,0.012228999999999999,0.023463,0.017073,0.011011,0.008230000000000001,0.008859,0.011529,0.00411,0.013526999999999999
108,0.019395,0.01068,0.023398,0.022974,0.009299,0.008585,0.008414,0.009794,0.004067,0.012695999999999999
109,0.018216999999999997,0.009282,0.023023,0.030441,0.009252,0.007335,0.004879,0.007514,0.005974,0.011739000000000001
110,0.017608000000000002,0.009255000000000001,0.023265,0.017886,0.010521,0.006775000000000001,0.005730000000000001,0.007976,0.005411,0.012387
111,0.020814,0.013694000000000001,0.02632,0.009571999999999999,0.01725,0.01017,0.013637999999999999,0.013677,0.003741,0.014187
112,0.018257000000000002,0.012586,0.026778,0.010288,0.014234,0.008525,0.013326000000000001,0.010785,0.003819,0.010431
113,0.01468,0.010026,0.031146,0.009033,0.012199,0.006657,0.009378000000000001,0.010542,0.003219,0.008364
114,0.009876,0.006471,0.034182000000000004,0.008372,0.011617,0.006829,0.00789,0.005411,0.002853,0.007894
115,0.004781,0.002142,0.028006,0.018337,0.010611,0.003209,0.010062,0.003634,0.003904,0.005809
116,0.003192,0.000834,0.022819,0.021566,0.015249,0.0037749999999999997,0.009481,0.000892,0.004849,0.00467
117,0.002915,0.0007650000000000001,0.008853,0.026018999999999997,0.014239,0.0031450000000000002,0.009407,0.0006,0.004856,0.004839
118,0.0027730000000000003,0.000722,0.008209,0.025047,0.009649,0.0034660000000000003,0.009961000000000001,0.0006039999999999999,0.004405,0.004907
119,0.002956,0.000843,0.008192999999999999,0.008282,0.0026070000000000004,0.002637,0.000832,0.000661,0.002678,0.0050750000000000005
120,0.0030670000000000003,0.000769,0.008178000000000001,0.006586000000000001,0.0019850000000000002,0.002927,0.0,0.00062,0.002837,0.0045839999999999995
121,0.0028740000000000003,0.000798,0.008038,0.005489,0.001111,0.0036520000000000003,0.0,0.000554,0.002579,0.0050750000000000005
122,0.0031509999999999997,0.000866,0.008067,0.005455,0.00101,0.003774,0.0,0.000578,0.0026680000000000002,0.004535999999999999
123,0.00298,0.000722,0.00807,0.0070030000000000005,0.000964,0.003762,0.0,0.0005629999999999999,0.002758,0.0048460000000000005
124,0.002935,0.000736,0.008055999999999999,0.0054329999999999995,0.0009739999999999999,0.003988,0.0,0.000696,0.00275,0.005115000000000001
125,0.00333,0.000756,0.008066,0.005443,0.0008129999999999999,0.003648,0.0,0.000705,0.002543,0.004874
126,0.0030729999999999998,0.000983,0.008074999999999999,0.00751,0.00098,0.003815,8.400000000000001e-05,0.0008129999999999999,0.002771,0.005203
127,0.004133,0.0020169999999999997,0.008332,0.008039999999999999,0.001888,0.004307,0.00101,0.0020310000000000003,0.002803,0.005852
128,0.004489,0.002084,0.009014,0.008508,0.002471,0.005508,0.0013469999999999999,0.003755,0.003533,0.006575999999999999
129,0.0046040000000000005,0.001818,0.008979,0.007477,0.0023380000000000002,0.004931,0.001295,0.0038380000000000003,0.00428,0.006952
130,0.00422,0.001787,0.009046,0.0074930000000000005,0.00198,0.004365,0.001105,0.0033079999999999997,0.0026939999999999998,0.006266
131,0.003992,0.00174,0.00888,0.007412,0.002002,0.0038450000000000003,0.001052,0.002869,0.002264,0.005869
132,0.003398,0.001666,0.008929,0.008406,0.001928,0.0034950000000000003,0.000888,0.002553,0.002484,0.005799
133,0.0035830000000000002,0.0015149999999999999,0.008772,0.007401,0.0017980000000000001,0.00429,0.0007650000000000001,0.002271,0.002506,0.005647999999999999
134,0.0038669999999999998,0.0016339999999999998,0.008856999999999999,0.007431,0.002234,0.003803,0.0011120000000000001,0.00316,0.002221,0.006053
135,0.004393,0.002104,0.009061,0.008024,0.00266,0.003403,0.001438,0.004173,0.002605,0.006934
136,0.0043490000000000004,0.002077,0.009055,0.0069759999999999996,0.002661,0.0031520000000000003,0.001438,0.004030000000000001,0.002527,0.006926
137,0.004051999999999999,0.002182,0.009074,0.007503,0.002714,0.00311,0.001438,0.004127,0.003189,0.006658000000000001
138,0.004242,0.0020299999999999997,0.00906,0.006995,0.002641,0.003738,0.001438,0.004091,0.002931,0.006442
139,0.003479,0.000768,0.008605999999999999,0.008047,0.002383,0.002755,0.0005809999999999999,0.001774,0.002649,0.005139
140,0.002955,0.000825,0.008087,0.006474000000000001,0.001118,0.003639,1e-05,0.0006929999999999999,0.0042439999999999995,0.005104
141,0.00333,0.0006490000000000001,0.008062,0.008012,0.000989,0.003575,0.0,0.00061,0.003262,0.005117
142,0.0027240000000000003,0.000848,0.008102999999999999,0.006934,0.000963,0.003052,0.0,0.0005669999999999999,0.0028889999999999996,0.0046289999999999994
143,0.002928,0.000763,0.008115,0.008091,0.001228,0.0028399999999999996,0.0,0.000647,0.002411,0.004831
144,0.002818,0.000861,0.008103999999999998,0.008603,0.0017529999999999998,0.002648,0.0,0.0006879999999999999,0.002633,0.004543
145,0.003201,0.000745,0.008038,0.007605000000000001,0.001009,0.003576,0.0,0.0006590000000000001,0.00239,0.0044740000000000005
146,0.003297,0.000642,0.008048,0.007539,0.000923,0.004011,0.0,0.000507,0.00254,0.005029
147,0.003177,0.0008629999999999999,0.008062,0.007011999999999999,0.00098,0.004359,0.0,0.0005679999999999999,0.002471,0.0050940000000000004
148,0.002699,0.000859,0.008043,0.007011,0.0011120000000000001,0.004314,0.0,0.000496,0.0025800000000000003,0.004697
149,0.003025,0.00083,0.008036,0.006498,0.001019,0.004263,0.0,0.0007019999999999999,0.0027890000000000002,0.004515
150,0.002834,0.000873,0.008115,0.0055780000000000005,0.0011819999999999999,0.0039169999999999995,0.0,0.00078,0.002797,0.004961
151,0.0051459999999999995,0.0017529999999999998,0.010556,0.0066159999999999995,0.002307,0.004893,0.000901,0.002798,0.0028490000000000004,0.007647999999999999
152,0.006219000000000001,0.006036,0.0254,0.008342,0.0048200000000000005,0.007503999999999999,0.007511,0.006885,0.003972,0.00871
153,0.012036,0.0070090000000000005,0.025901,0.011747,0.00792,0.007746,0.007940000000000001,0.008629,0.005509,0.011913
154,0.016678000000000002,0.011286,0.025829,0.011128,0.011484,0.008116,0.007882,0.01323,0.005077,0.016787
155,0.016687999999999998,0.010196,0.025637,0.013276999999999999,0.010593,0.008092,0.008549,0.011945,0.006815000000000001,0.016489
156,0.014155,0.009288000000000001,0.026354,0.020468,0.008515,0.008832000000000001,0.0067,0.010343999999999999,0.006741,0.015706
157,0.012818,0.007496,0.025739,0.025323000000000002,0.007401,0.0071449999999999994,0.0058449999999999995,0.008927,0.004228,0.014268000000000001
158,0.015387,0.009055,0.022922,0.017071000000000003,0.011669,0.007594999999999999,0.008539,0.011704,0.004258,0.016127
159,0.01855,0.012749,0.023265,0.010898,0.013699999999999999,0.009134999999999999,0.012322,0.014644,0.004017000000000001,0.017126000000000002
160,0.016146,0.010347,0.022771,0.009966,0.010407,0.00733,0.012746,0.012898999999999999,0.004509,0.012666
161,0.012496,0.00884,0.026806999999999997,0.008214,0.010933,0.004988,0.008772,0.011670999999999999,0.0034609999999999997,0.010506
162,0.005758,0.00512,0.030328,0.009089,0.009777,0.005794,0.004822,0.007399,0.00323,0.00855
163,0.004279,0.0024980000000000002,0.024485,0.011097,0.008672000000000001,0.00387,0.008065,0.002689,0.003313,0.0063490000000000005
164,0.002953,0.0007970000000000001,0.017713,0.010556,0.013911,0.004275999999999999,0.007471,0.000787,0.004464,0.004951
165,0.002745,0.0007740000000000001,0.008452999999999999,0.016864,0.012504,0.003755,0.008577999999999999,0.000571,0.004165,0.004573000000000001
166,0.00271,0.000642,0.008093999999999999,0.022026,0.008815,0.003424,0.005535,0.000641,0.003818,0.004465
167,0.003074,0.000675,0.008117000000000001,0.008938,0.0035299999999999997,0.003636,0.000832,0.00061,0.002553,0.004927
168,0.002911,0.0006490000000000001,0.008082,0.006687,0.002761,0.0036379999999999997,0.0,0.000587,0.002415,0.005077
169,0.002963,0.0007920000000000001,0.008038,0.006069,0.001053,0.0034649999999999998,0.0,0.0005570000000000001,0.002431,0.004804999999999999
170,0.003129,0.000731,0.008078,0.007561,0.000851,0.003202,0.0,0.0005380000000000001,0.0029500000000000004,0.00508
171,0.00275,0.0007,0.008036,0.00805,0.000861,0.0032,0.0,0.0006860000000000001,0.002698,0.00508
172,0.003012,0.0008449999999999999,0.008029999999999999,0.007042,0.0009180000000000001,0.003075,0.0,0.000494,0.002947,0.004860000000000001
173,0.0031179999999999997,0.0006730000000000001,0.008058999999999998,0.008079000000000001,0.000892,0.003146,0.0,0.000592,0.002897,0.00477
174,0.003074,0.000909,0.008182,0.00661,0.001064,0.00329,8.400000000000001e-05,0.000846,0.002915,0.005214000000000001
175,0.004971,0.003075,0.010173,0.008569,0.00273,0.003846,0.001911,0.001865,0.002476,0.0069370000000000005
176,0.007935,0.007318,0.024943999999999997,0.009958,0.004782,0.006058,0.006347,0.004535,0.005555,0.008745
177,0.011106999999999999,0.009259,0.025991,0.011835,0.0072510000000000005,0.005894,0.008442999999999999,0.005397,0.006692,0.013460000000000001
178,0.016795,0.012376,0.025922,0.010067,0.011446999999999999,0.006660999999999999,0.00968,0.011248,0.003387,0.016027999999999997
179,0.015959,0.012002,0.025742,0.016295,0.011512,0.006946,0.010234,0.009804,0.00528,0.017161000000000003
180,0.013956,0.011335000000000001,0.02698,0.018221,0.009729,0.0068070000000000006,0.010628,0.008724,0.005171,0.016864999999999998
181,0.012765,0.010178000000000001,0.025858,0.020921,0.0072510000000000005,0.005278,0.008324999999999999,0.007445,0.004974999999999999,0.015000999999999999
182,0.012287000000000001,0.009797,0.025179,0.013095,0.009411,0.004908,0.009412,0.007073,0.004742,0.016161000000000002
183,0.017100999999999998,0.014374000000000001,0.024922999999999997,0.010356,0.015914,0.0070279999999999995,0.011717,0.009586,0.004932000000000001,0.01864
184,0.01304,0.012406,0.024839,0.007465,0.011810000000000001,0.006541,0.011952,0.007589,0.005412,0.014048999999999999
185,0.011305999999999998,0.011746000000000001,0.02929,0.006724,0.010473000000000001,0.004848,0.009186,0.0075049999999999995,0.003659,0.011609999999999999
186,0.006355,0.0066159999999999995,0.03154,0.0174,0.009460000000000001,0.005508,0.006973,0.003689,0.0033250000000000003,0.008142
187,0.003388,0.002109,0.022785,0.023464,0.008263999999999999,0.002781,0.007859,0.001078,0.0039180000000000005,0.006378
188,0.0029660000000000003,0.000739,0.017372,0.024391,0.014962,0.003455,0.006991,0.00065,0.004867,0.005124
189,0.002974,0.000798,0.008542999999999999,0.024269,0.013959,0.0032749999999999997,0.007471,0.000486,0.004749,0.004973
190,0.002741,0.000664,0.008216,0.023853000000000003,0.009637,0.002882,0.004981,0.0006889999999999999,0.003971,0.005122
191,0.0028940000000000003,0.00087,0.008223000000000001,0.009295,0.001993,0.002702,0.000832,0.0006820000000000001,0.002798,0.004831
192,0.00318,0.000778,0.008207,0.009593,0.0015509999999999999,0.002721,0.0,0.000679,0.002973,0.004481
193,0.002881,0.000691,0.008065,0.007641,0.001039,0.0037029999999999997,0.0,0.0005420000000000001,0.002765,0.00492
194,0.002736,0.000707,0.008084,0.006979,0.000893,0.003456,0.0,0.0006919999999999999,0.0029820000000000003,0.004809
195,0.002968,0.0008010000000000001,0.00811,0.008017,0.000989,0.003339,0.0,0.000699,0.002612,0.00512
196,0.002689,0.000655,0.008102,0.007502,0.0009509999999999999,0.003229,0.0,0.000618,0.0026219999999999998,0.004871
197,0.003301,0.0006490000000000001,0.008108,0.005997,0.00098,0.0033740000000000003,0.0,0.00053,0.002713,0.004671000000000001
198,0.002972,0.000743,0.008167,0.005966,0.00108,0.003382,7.3e-05,0.000789,0.0025459999999999997,0.005148
199,0.005165,0.002521,0.009531000000000001,0.005652999999999999,0.003372,0.0050149999999999995,0.001842,0.003966,0.002922,0.0063019999999999994
200,0.008423,0.00726,0.024704999999999998,0.010621,0.006183,0.009263,0.007320999999999999,0.007288,0.004242,0.009778
201,0.014776,0.008889,0.02822,0.011359999999999999,0.010585,0.009401,0.008366,0.009373,0.006965,0.014712999999999999
202,0.020186,0.012553000000000002,0.028385,0.014451,0.011928000000000001,0.010154,0.0077469999999999995,0.013560000000000001,0.005704,0.015617
203,0.019753,0.0115,0.028382,0.020227000000000002,0.012381,0.009087999999999999,0.008799,0.012725,0.006115000000000001,0.015321
204,0.019850000000000003,0.010301,0.028703,0.023518999999999998,0.010815,0.008173,0.008116,0.012285,0.005417,0.013802
205,0.018364000000000002,0.010519,0.028722,0.028664000000000002,0.009794,0.008646000000000001,0.008504,0.011420999999999999,0.003862,0.011624
206,0.016722,0.010916,0.028812,0.015823,0.012632999999999998,0.007117,0.007562999999999999,0.010986000000000001,0.005174000000000001,0.012315
207,0.019939,0.014205,0.029796,0.010877000000000001,0.016299,0.009611000000000001,0.01287,0.014477,0.003771,0.014023999999999998
208,0.018712,0.010962,0.029944,0.009957,0.012856999999999999,0.009056,0.012813000000000001,0.01249,0.0039180000000000005,0.011373
209,0.013199,0.011031000000000001,0.032525,0.010082,0.010775999999999999,0.008824,0.010287000000000001,0.01177,0.003423,0.009183
210,0.010295,0.007592,0.033936,0.012141,0.009833,0.007717,0.007859,0.008122,0.003206,0.0069299999999999995
211,0.00449,0.0027,0.027807,0.021233000000000002,0.008741,0.00522,0.00808,0.0028889999999999996,0.003733,0.006118
212,0.003269,0.000755,0.020937,0.017815,0.012946,0.005314,0.007758,0.0007840000000000001,0.005108,0.00487
213,0.00314,0.000828,0.008775999999999999,0.023027000000000002,0.012369999999999999,0.004453,0.0077480000000000005,0.000641,0.0049299999999999995,0.004834
214,0.003286,0.000772,0.008140000000000001,0.021963999999999997,0.010261,0.0040620000000000005,0.004705,0.0006540000000000001,0.004378,0.004852
215,0.002787,0.000756,0.008118,0.009154,0.002113,0.004227000000000001,0.000832,0.000635,0.0032730000000000003,0.00512
216,0.0026810000000000002,0.000745,0.008105000000000001,0.010331,0.002264,0.003535,0.0,0.000537,0.0033309999999999998,0.005011
217,0.003124,0.00087,0.008047,0.008153,0.000988,0.003636,0.0,0.000574,0.002661,0.004985000000000001
218,0.0027389999999999997,0.000767,0.008062,0.007019,0.000972,0.004103,0.0,0.000619,0.002579,0.005035
